team_number,team_name,wins,losses,ties,goals_for,goals_against,red_cards,points,season,division,age_group,subdivision,gender
7110,2015 F.C Horizon Green,5,3,0,33,32,0,15,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7115,SPORTING BV Pre-NAL 15,5,3,0,28,19,0,15,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7118,Toca FC B2015 Premier,4,3,1,22,18,0,13,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7112,KC Fusion 15B Gold,3,4,1,19,24,0,10,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
711A,Union KC Jr Elite B15,3,5,0,20,35,0,9,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7111,KC Athletics Monaco 15B,1,6,1,20,32,0,4,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7119,TSC 15B Select Blue,1,6,1,12,24,0,4,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7117,Sporting City 15 Pre MLSN-West,1,7,0,16,28,0,3,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 1,Boys
7129,SPORTING BV Academy 15,7,1,0,27,8,0,21,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7124,KCL Academy Red 2015,6,1,1,28,14,0,19,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7121,FC Vardar 2015B,6,2,0,27,12,0,18,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7120,Alliance FC '15 Academy,5,1,2,37,10,0,17,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7123,KC Surf Pre-ECNL-RL 2015B,5,3,0,26,17,0,15,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
712A,Sporting BV Brentford 15,2,5,1,14,26,0,7,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7126,LSL Academy Black 2015,2,5,1,10,36,0,7,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7127,Monett Soccer Club,1,6,1,15,22,0,4,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7125,KCL North Messi Blue,1,6,1,14,29,0,4,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7122,Kansas Rush Pre-Academy 1B5,1,6,1,8,32,0,4,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 2,Boys
7139,Sporting Wichita 2015B Academy,8,0,0,39,7,0,24,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7136,Sporting BV Academy 16,7,1,0,36,12,0,21,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7137,Sporting City 15 Pre MLSN-North,7,1,0,33,14,0,21,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7131,Captains SC 15/16 Blue,4,2,2,25,15,0,14,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7134,OP Pre-Academy 2015B,4,3,1,16,14,0,13,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7133,Northland KC Surf 2015B,4,3,1,25,26,0,13,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7135,SKV 15B Elite,3,5,0,14,29,0,9,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
713A,Toca FC B2015 Championship,2,6,0,23,27,0,6,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7138,Sporting City 16B Blue-West,1,6,1,17,35,0,4,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7130,Alliance FC 15' Pre-Academy,1,7,0,11,37,0,3,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7132,KC Fusion 15B Navy,0,7,1,9,32,0,1,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 3,Boys
7144,KCL Academy Red 2016,6,0,2,58,8,0,20,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7141,BSSA Tsunami 2015,6,0,2,53,8,0,20,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7149,Union KC Jr Elite B15 MO Navy,6,1,1,47,16,0,19,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7146,Sporting City 15B Blue-East,5,2,1,34,20,0,16,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7148,Sporting Springfield 2015 Braga,4,4,0,26,40,0,12,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7142,KC Fire FC Ignite 15B,4,4,0,15,26,0,12,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7143,KC Surf Blue 2015B,3,5,0,23,32,0,9,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7145,KCL North Messi White 2015,2,6,0,28,27,0,6,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7140,Alliance FC â15 Spurs,1,7,0,4,53,0,3,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7147,Sporting City 15B Blue-West,0,8,0,2,60,0,0,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 4,Boys
7158,Sporting BV Leeds 15,6,0,2,43,7,0,20,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7154,KC Athletics Deportivo 15B,6,1,1,37,13,0,19,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7156,Louisburg FC 15/16B,5,1,2,23,6,0,17,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
715A,SS Academy 2015B Select Black,5,2,1,24,10,0,16,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7159,Sporting City 15B Indigo-West,5,3,0,25,20,0,15,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7150,2015 KCL Academy Black,4,3,1,28,14,0,13,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7155,KCL Academy White 2015,3,4,1,21,15,0,10,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7151,Captains SC 15/16 White,2,6,0,17,30,0,6,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7152,Cure of Ars SC 15/16,2,6,0,18,41,0,6,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7157,LS Legends Pre Academy 15B,1,7,0,5,53,0,3,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7153,Eagles FC U11 Gold,1,7,0,3,35,0,3,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 5,Boys
7168,Union KC Jr Premier B15 KS,7,1,0,39,5,0,21,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7165,TISC Topeka Blue Jays 15/16,7,1,0,42,5,0,21,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
716A,Union KC Prime 15,5,2,1,20,10,0,16,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7169,Union KC Jr Elite B15 MO Red,5,2,1,23,14,0,16,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7160,KC Scorpions B,4,2,2,19,19,0,14,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7164,The Attack Soccer Club,4,2,2,20,15,0,14,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7161,Sporting BV Burnley 15,3,4,1,18,19,0,10,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7167,TSC 15B Select White,2,5,1,8,19,0,7,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7166,Toca FC B2015 Academy Orange,1,5,2,12,23,0,5,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7162,Sporting Springfield 15 Boavista,0,6,2,9,40,0,2,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7163,Sunflower 15,0,8,0,3,44,0,0,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 6,Boys
7178,Sporting City 15B Indigo-North,8,0,0,44,5,0,24,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7173,LS Legends MoKan 2016,7,1,0,42,11,0,21,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7177,Sporting City 15B Blue-North,6,2,0,40,14,0,18,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7175,SJSC Galaxy FC 15,5,3,0,26,14,0,15,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7174,SBV IP Lightning FC,5,3,0,31,23,0,15,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7179,Toca FC B2015 Academy Blue,3,4,1,19,20,0,10,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7171,Kansas Rush Nero 2015,3,5,0,17,26,0,9,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7172,KC Surf White 2015B,2,5,1,26,43,0,7,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7176,SPORTING BV Luton 15,1,5,2,16,44,0,5,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
717A,Union KC Jr Premier B15 KS Navy,1,7,0,7,41,0,3,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7170,Jambars FC U11B Premier,1,7,0,13,40,0,3,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 7,Boys
7180,2016 KCL Barcelona,8,0,0,59,10,0,24,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7184,KC Surf Black 2015B,7,1,0,45,10,0,21,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
718A,SS Academy 2016B Pre Select,6,2,0,40,15,0,18,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7186,SantaFe Athletic U11,6,2,0,37,13,0,18,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7187,SLS Gray Wolves,4,4,0,18,29,0,12,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7182,KC Blaze Firestorm,4,4,0,16,23,0,12,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7189,Sporting City 15B Indigo-East,3,5,0,21,31,0,9,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7185,KCMO Rush 2015B Nero,3,5,0,19,46,0,9,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7183,KC Fusion 15B Red,2,6,0,21,40,0,6,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7188,SPORTING BV Southampton 15,1,7,0,9,34,0,3,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7181,F.C. Horizon 2015 White,0,8,0,1,35,0,0,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 8,Boys
7191,De Soto Eudora FC U11,8,0,0,51,6,0,24,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7199,SKV 15B White TPK,7,1,0,54,11,0,21,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7196,MSA Twisters,6,2,0,25,11,0,18,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7198,Pantera FC 2015/16,5,2,1,30,10,0,16,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7194,KCL Napoli 2015,5,3,0,14,18,0,15,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7190,BSSA Raptors 2015,4,3,1,17,16,0,13,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7197,OP Premier 2015B,3,5,0,21,31,0,9,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
719A,Sporting City 15B Orange-North,1,5,2,10,24,0,5,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7192,KC Athletics IP Riverview SC,1,6,1,8,27,0,4,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7195,LUSC 2015 Lightning,1,6,1,10,39,0,4,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
7193,KC Fusion 15B White,0,8,0,2,49,0,0,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 9,Boys
71A5,SBV IP Simba Strikers,8,0,0,51,6,0,24,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A8,Sporting Kaw Valley 15B Navy,7,1,0,50,14,0,21,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A6,SJSC Premier Chaos,6,2,0,42,15,0,18,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A3,Guardians FC 2015,5,3,0,32,33,0,15,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A4,KCL Pre-Academy 2015,3,5,0,27,22,0,9,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A9,Toca FC B2015 Academy White,3,5,0,20,27,0,9,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A1,Alliance FC Ajax,3,5,0,16,28,0,9,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A0,KCL Deportivo Quito,2,5,1,17,37,0,7,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A7,Sporting City 15B White-North,1,6,1,10,50,0,4,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71A2,Emporia Academy B15/16,1,7,0,16,49,0,3,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 10,Boys
71C1,2016 Barcelona Prime,5,2,1,34,17,0,16,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C5,OP Blazers IP 2015B,4,3,1,25,20,0,13,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C4,LS Legends Avellino,4,3,1,22,20,0,13,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C7,SBV IP Sharknados,4,4,0,23,25,0,12,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C3,KCFC 2015/2016B Yellow,3,3,2,14,14,0,11,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C6,SBV IP Belgium,3,4,1,18,22,0,10,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C8,SLS Immortals KC,3,5,0,22,27,0,9,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71C2,KC Athletics Wolfsburg 15B,3,5,0,14,27,0,9,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 11,Boys
71D3,Sporting LS Force,7,1,0,33,11,0,21,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 12,Boys
71D1,OP Premier White 2015B,7,1,0,37,17,0,21,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 12,Boys
71D5,Unified FC Pre-Academy 15/16,4,4,0,19,18,0,12,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 12,Boys
71D4,St Marys 2015,4,4,0,18,21,0,12,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 12,Boys
71D6,Union KC Premier B15 MO,1,7,0,14,33,0,3,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 12,Boys
71D2,Sporting BV Fulham 15,1,7,0,7,28,0,3,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 12,Boys
71F6,Sporting City 15B Orange-East,7,0,1,27,11,0,22,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 13,Boys
71F3,KC Athletics IP Wolves,4,2,2,25,16,0,14,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 13,Boys
71F2,FC Horizon 2015 Grey,4,3,1,30,13,0,13,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 13,Boys
71F4,KC Surf LS Blue 2015B,2,4,2,23,21,0,8,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 13,Boys
71F1,Captains SC 15/16 Gold,2,5,1,21,31,0,7,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 13,Boys
71F5,KCL Wrexham 2015,1,6,1,11,45,0,4,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 13,Boys
71G3,KC Fire FC Velocity,7,1,0,25,10,0,21,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 14,Boys
71G1,CDSC Premier 2015,7,1,0,36,7,0,21,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 14,Boys
71G5,Knights of Palmyra,5,1,2,41,14,0,17,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 14,Boys
71G8,SS Academy 2015B Select Grey,5,2,1,31,10,0,16,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 14,Boys
71G7,Sporting Kaw Valley 15B Red,3,3,2,27,23,0,11,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 14,Boys
71G2,Clay Center FC,3,4,1,12,27,0,10,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 14,Boys
71G4,KCFC 2015/2016B Black,2,6,0,13,22,0,6,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 14,Boys
71G9,Virtus FC 2015,1,7,0,8,38,0,3,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 14,Boys
71G6,MSA Twisters 2,0,8,0,5,47,0,0,2025_fall,boys_prem,U11,U-11 Boys Premier Subdivision 14,Boys
7218,Toca FC B2014,6,0,2,23,13,0,20,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7214,KCL Academy Red 2014,5,1,2,24,8,0,17,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7212,KC Surf Pre ECNL-RL 2014B,5,1,2,32,17,0,17,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7219,TSC Select Blue 14B Blue 1,5,2,1,17,11,0,16,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7216,OP Academy 2014B,4,3,1,23,19,0,13,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
721A,Union KC Jr Elite B14 Pre ECNL,3,4,1,16,23,0,10,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7215,LS Legends Academy 2014,3,5,0,20,20,0,9,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7211,KC Fusion 14B Gold,3,5,0,24,33,0,9,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7210,FC Vardar 2014/15B Red,2,4,2,16,18,0,8,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7217,Sporting BV Pre-NAL 14,1,6,1,14,25,0,4,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7213,KC Surf Pre-ECNL-RL 14B Foster,1,7,0,11,33,0,3,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 1,Boys
7229,Sporting City 15 Pre MLSN-East,6,1,1,32,18,0,19,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7220,DASC 2014 Black,6,1,1,23,11,0,19,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7221,FC Horizon 2014B Green,5,2,1,28,21,0,16,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7222,Kansas Rush Academy 2015,5,3,0,23,10,0,15,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
722A,TSC Select Blue 14 Blue 2,3,2,3,22,24,0,12,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7226,Sporting City 14 Pre MLSN-North,3,4,1,23,24,0,10,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7227,Sporting City 14 Pre MLSN-West,3,4,1,19,24,0,10,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7228,Sporting City 14B Blue-East,2,5,1,12,23,0,7,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7224,KCL North Bombers 14/15,1,6,1,12,22,0,4,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7223,KCL Academy Black 2014,0,6,2,16,33,0,2,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 2,Boys
7237,SS Academy 2014B Select,5,0,3,28,15,0,18,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7234,SKV 14B Elite,5,1,2,21,11,0,17,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7238,Toca FC B2014 Championship,5,2,1,24,18,0,16,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7235,Sporting BV Academy 14,4,2,2,22,11,0,14,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7232,LS Legends Academy Red 2015,4,3,1,24,23,0,13,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7230,BSSA Dragons 2014,4,4,0,22,29,0,12,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7239,Union KC Jr Elite B14 KS Navy,3,4,1,27,26,0,10,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
723A,Union KC Jr Elite B14 KS Red,2,3,3,15,19,0,9,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7231,KC Athletics Milan 14B,2,5,1,13,18,0,7,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7236,SPORTING BV Newcastle 14,2,6,0,13,21,0,6,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7233,Northland KC Surf 2014B,0,6,2,7,25,0,2,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 3,Boys
7246,OP Pre-Academy 2014B,7,1,0,37,9,0,21,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7241,GEA Pre-ECNL B14 II,6,2,0,32,7,0,18,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7247,SLS Thunder,6,2,0,38,21,0,18,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
724A,ULFC Academy 14,6,2,0,28,18,0,18,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7242,Kansas Rush Nero 14B,5,2,1,26,13,0,16,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7245,Liberty United Elite,5,3,0,35,21,0,15,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7240,DASC 2014 Silver,3,4,1,17,19,0,10,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7248,Sporting City 14B Blue-North,2,4,2,18,23,0,8,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7249,Sporting City 14B Indigo-East,2,6,0,22,40,0,6,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7243,KC Athletics Torino 14B,0,8,0,10,47,0,0,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7244,KC Fusion 14B Navy,0,8,0,6,51,0,0,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 4,Boys
7257,Sporting City 14B Blue-West,6,2,0,25,21,0,18,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
725A,USA 2014B Blue,6,2,0,26,14,0,18,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7250,FC Vardar 2014B Black,5,1,2,28,11,0,17,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7252,KC Fire FC Bombers I,5,2,1,44,22,0,16,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7253,KC Surf Blue 2014B,5,2,1,24,20,0,16,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7251,KC Athletics Benfica 14B,4,3,1,15,23,0,13,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7258,TSC 14B Select White,3,4,1,21,19,0,10,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7254,KCFC 2014/2015B Green,2,5,1,20,30,0,7,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7256,SPORTING BV Wolves 14,0,4,4,7,15,0,4,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7255,KCL Liverpool 2014,1,6,1,6,19,0,4,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7259,Union KC Jr Elite B14 Mo Red,1,7,0,13,35,0,3,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 5,Boys
7268,Sporting BV Nottingham Forest 14,6,1,1,27,11,0,19,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7262,FC Horizon 2014B White,6,1,1,47,14,0,19,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7261,Alliance FC '14 Pre-Academy,4,1,3,20,10,0,15,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7260,14B SKV Elite MHK,4,2,2,13,5,0,14,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
726A,Toca FC B2014 Academy Orange,4,2,2,30,8,0,14,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7269,Sporting Springfield 14 Rennes,4,3,1,34,29,0,13,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7267,SLS Panthers 14/15,4,3,1,18,27,0,13,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7263,KCL CB 2014,3,3,2,29,15,0,11,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7264,KCMO Rush 2014B Blue,0,5,3,15,30,0,3,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7265,LSL Pre Academy 2014,0,7,1,9,46,0,1,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7266,SBV Aston Villa 14,0,7,1,9,56,0,1,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 6,Boys
7276,SLSC Chillicothe Slicers 14/15,7,0,1,28,12,0,22,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7272,Sedalia Select Real Madrid,7,1,0,43,12,0,21,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7275,SLS Thunder Blue,6,2,0,29,17,0,18,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7277,SPORTING BV Everton 14,4,2,2,22,14,0,14,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7273,SLS Dominators 14/15,4,3,1,30,15,0,13,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7271,LUSC 2014 Lightning,4,3,1,17,15,0,13,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7274,SLS Dragons,3,4,1,22,15,0,10,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
7270,KCL Bayern 2014,2,5,1,18,26,0,7,2025_fall,boys_prem,U12,U-12 Boys Premier Subdivision 7,Boys
